,mnth,hr,weekday,temp,hum,windspeed,casual,cnt,season_fall,season_springer,season_summer,season_winter,holiday_No,holiday_Yes,workingday_No work,workingday_Working Day,weathersit_Clear,weathersit_Heavy Rain,weathersit_Light Snow,weathersit_Mist
2822,5,12,1,0.62,0.69,0.2239,40.0,187,0,0,1,0,1,0,0,1,1,0,0,0
2823,5,13,1,0.62,0.69,0.194,51.0,170,0,0,1,0,1,0,0,1,0,0,0,1
2824,5,14,1,0.64,0.69,0.2239,48.0,181,0,0,1,0,1,0,0,1,1,0,0,0
2825,5,15,1,0.66,0.61,0.194,45.0,155,0,0,1,0,1,0,0,1,1,0,0,0
2826,5,16,1,0.66,0.61,0.2239,49.0,269,0,0,1,0,1,0,0,1,1,0,0,0
2827,5,17,1,0.66,0.65,0.194,65.0,537,0,0,1,0,1,0,0,1,1,0,0,0
2828,5,18,1,0.64,0.65,0.194,68.0,518,0,0,1,0,1,0,0,1,0,0,0,1
2829,5,19,1,0.62,0.69,0.1343,46.0,314,0,0,1,0,1,0,0,1,0,0,0,1
2830,5,20,1,0.62,0.69,0.1343,44.0,218,0,0,1,0,1,0,0,1,0,0,0,1
2831,5,21,1,0.6,0.73,0.1045,54.0,232,0,0,1,0,1,0,0,1,0,0,0,1
2832,5,22,1,0.6,0.73,0.0,28.0,125,0,0,1,0,1,0,0,1,0,0,0,1
2833,5,23,1,0.56,0.83,0.194,16.0,64,0,0,1,0,1,0,0,1,0,0,0,1
2834,5,0,2,0.56,0.83,0.2239,0.0,16,0,0,1,0,1,0,0,1,0,0,0,1
2835,5,1,2,0.56,0.78,0.2537,0.0,14,0,0,1,0,1,0,0,1,0,0,0,1
2836,5,2,2,0.56,0.78,0.2537,0.0,5,0,0,1,0,1,0,0,1,0,0,0,1
2837,5,3,2,0.54,0.83,0.2836,0.0,5,0,0,1,0,1,0,0,1,1,0,0,0
2838,5,4,2,0.52,0.88,0.2239,3.0,5,0,0,1,0,1,0,0,1,1,0,0,0
2839,5,5,2,0.52,0.88,0.1343,0.0,14,0,0,1,0,1,0,0,1,1,0,0,0
2840,5,6,2,0.52,0.94,0.1642,7.0,109,0,0,1,0,1,0,0,1,0,0,0,1
2841,5,7,2,0.54,0.88,0.2239,17.0,265,0,0,1,0,1,0,0,1,0,0,0,1
2842,5,8,2,0.56,0.83,0.2836,24.0,459,0,0,1,0,1,0,0,1,0,0,0,1
2843,5,9,2,0.6,0.78,0.3582,29.0,186,0,0,1,0,1,0,0,1,0,0,0,1
2844,5,10,2,0.64,0.69,0.3582,36.0,127,0,0,1,0,1,0,0,1,0,0,0,1
2845,5,11,2,0.66,0.65,0.3284,20.0,140,0,0,1,0,1,0,0,1,0,0,0,1
2846,5,12,2,0.68,0.61,0.4925,48.0,217,0,0,1,0,1,0,0,1,0,0,0,1
2847,5,13,2,0.7,0.58,0.6119,50.0,194,0,0,1,0,1,0,0,1,0,0,0,1
2848,5,14,2,0.7,0.58,0.5224,36.0,158,0,0,1,0,1,0,0,1,0,0,0,1
2849,5,15,2,0.7,0.58,0.4478,37.0,154,0,0,1,0,1,0,0,1,0,0,0,1
2850,5,16,2,0.72,0.54,0.4627,46.0,271,0,0,1,0,1,0,0,1,1,0,0,0
2851,5,17,2,0.7,0.54,0.4627,53.0,517,0,0,1,0,1,0,0,1,1,0,0,0
2852,5,18,2,0.7,0.48,0.4179,59.0,544,0,0,1,0,1,0,0,1,1,0,0,0
2853,5,19,2,0.68,0.57,0.3582,42.0,365,0,0,1,0,1,0,0,1,1,0,0,0
2854,5,20,2,0.66,0.61,0.194,28.0,290,0,0,1,0,1,0,0,1,1,0,0,0
2855,5,21,2,0.64,0.61,0.4478,42.0,225,0,0,1,0,1,0,0,1,0,0,0,1
2856,5,22,2,0.58,0.6,0.3881,14.0,113,0,0,1,0,1,0,0,1,0,0,0,1
2857,5,23,2,0.56,0.68,0.3284,12.0,62,0,0,1,0,1,0,0,1,0,0,0,1
2858,5,0,3,0.52,0.77,0.1642,5.0,27,0,0,1,0,1,0,0,1,0,0,1,0
2859,5,1,3,0.5,0.82,0.2836,1.0,7,0,0,1,0,1,0,0,1,0,0,1,0
2860,5,2,3,0.5,0.82,0.2836,0.0,5,0,0,1,0,1,0,0,1,0,0,1,0
2861,5,3,3,0.42,0.88,0.5224,0.0,5,0,0,1,0,1,0,0,1,0,0,1,0
2862,5,4,3,0.38,0.94,0.3284,1.0,5,0,0,1,0,1,0,0,1,0,0,1,0
2863,5,5,3,0.36,0.87,0.3284,1.0,9,0,0,1,0,1,0,0,1,0,0,1,0
2864,5,6,3,0.34,0.93,0.3881,0.0,21,0,0,1,0,1,0,0,1,0,0,1,0
2865,5,7,3,0.34,0.93,0.3582,6.0,52,0,0,1,0,1,0,0,1,0,0,1,0
2866,5,8,3,0.34,0.93,0.3881,5.0,79,0,0,1,0,1,0,0,1,0,0,1,0
2867,5,9,3,0.34,0.93,0.3582,5.0,40,0,0,1,0,1,0,0,1,0,0,1,0
2868,5,10,3,0.34,0.93,0.2836,5.0,31,0,0,1,0,1,0,0,1,0,0,0,1
2869,5,11,3,0.4,0.82,0.3284,3.0,72,0,0,1,0,1,0,0,1,1,0,0,0
2870,5,12,3,0.44,0.62,0.3582,19.0,124,0,0,1,0,1,0,0,1,0,0,0,1
2871,5,13,3,0.46,0.59,0.4478,15.0,143,0,0,1,0,1,0,0,1,0,0,0,1
2872,5,14,3,0.5,0.51,0.3881,13.0,107,0,0,1,0,1,0,0,1,1,0,0,0
2873,5,15,3,0.48,0.51,0.4179,22.0,129,0,0,1,0,1,0,0,1,1,0,0,0
2874,5,16,3,0.5,0.45,0.4627,22.0,195,0,0,1,0,1,0,0,1,1,0,0,0
2875,5,17,3,0.4,0.71,0.2537,22.0,410,0,0,1,0,1,0,0,1,1,0,0,0
2876,5,18,3,0.42,0.67,0.2537,29.0,396,0,0,1,0,1,0,0,1,1,0,0,0
2877,5,19,3,0.42,0.58,0.3582,30.0,296,0,0,1,0,1,0,0,1,1,0,0,0
2878,5,20,3,0.4,0.62,0.3284,17.0,191,0,0,1,0,1,0,0,1,1,0,0,0
2879,5,21,3,0.4,0.62,0.1642,17.0,150,0,0,1,0,1,0,0,1,1,0,0,0
2880,5,22,3,0.38,0.62,0.2239,9.0,89,0,0,1,0,1,0,0,1,1,0,0,0
2881,5,23,3,0.36,0.62,0.2239,8.0,57,0,0,1,0,1,0,0,1,1,0,0,0
2882,5,0,4,0.36,0.66,0.194,4.0,27,0,0,1,0,1,0,0,1,1,0,0,0
2883,5,1,4,0.34,0.71,0.194,4.0,10,0,0,1,0,1,0,0,1,1,0,0,0
2884,5,2,4,0.34,0.66,0.2239,1.0,5,0,0,1,0,1,0,0,1,1,0,0,0
2885,5,3,4,0.34,0.66,0.2537,0.0,5,0,0,1,0,1,0,0,1,1,0,0,0
2886,5,4,4,0.34,0.66,0.2537,4.0,7,0,0,1,0,1,0,0,1,1,0,0,0
2887,5,5,4,0.34,0.66,0.2537,1.0,30,0,0,1,0,1,0,0,1,1,0,0,0
2888,5,6,4,0.34,0.66,0.2537,3.0,89,0,0,1,0,1,0,0,1,1,0,0,0
2889,5,7,4,0.38,0.58,0.2537,16.0,271,0,0,1,0,1,0,0,1,1,0,0,0
2890,5,8,4,0.42,0.5,0.2537,25.0,440,0,0,1,0,1,0,0,1,1,0,0,0
2891,5,9,4,0.46,0.44,0.2836,20.0,184,0,0,1,0,1,0,0,1,1,0,0,0
2892,5,10,4,0.5,0.39,0.2836,30.0,128,0,0,1,0,1,0,0,1,1,0,0,0
2893,5,11,4,0.52,0.36,0.4478,43.0,148,0,0,1,0,1,0,0,1,1,0,0,0
2894,5,12,4,0.52,0.34,0.3582,27.0,196,0,0,1,0,1,0,0,1,1,0,0,0
2895,5,13,4,0.54,0.3,0.5821,50.0,192,0,0,1,0,1,0,0,1,1,0,0,0
2896,5,14,4,0.54,0.28,0.4478,19.0,154,0,0,1,0,1,0,0,1,1,0,0,0
2897,5,15,4,0.56,0.26,0.4925,27.0,147,0,0,1,0,1,0,0,1,1,0,0,0
2898,5,16,4,0.58,0.24,0.4179,36.0,269,0,0,1,0,1,0,0,1,1,0,0,0
2899,5,17,4,0.56,0.26,0.3881,66.0,533,0,0,1,0,1,0,0,1,1,0,0,0
2900,5,18,4,0.56,0.26,0.2836,64.0,520,0,0,1,0,1,0,0,1,1,0,0,0
2901,5,19,4,0.54,0.28,0.2239,56.0,361,0,0,1,0,1,0,0,1,1,0,0,0
2902,5,20,4,0.5,0.34,0.1642,33.0,258,0,0,1,0,1,0,0,1,1,0,0,0
2903,5,21,4,0.5,0.36,0.194,39.0,180,0,0,1,0,1,0,0,1,1,0,0,0
2904,5,22,4,0.48,0.39,0.194,30.0,165,0,0,1,0,1,0,0,1,1,0,0,0
2905,5,23,4,0.46,0.41,0.194,16.0,115,0,0,1,0,1,0,0,1,1,0,0,0
2906,5,0,5,0.44,0.44,0.1642,13.0,56,0,0,1,0,1,0,0,1,1,0,0,0
2907,5,1,5,0.4,0.62,0.1642,8.0,32,0,0,1,0,1,0,0,1,1,0,0,0
2908,5,2,5,0.38,0.62,0.1045,1.0,16,0,0,1,0,1,0,0,1,1,0,0,0
2909,5,3,5,0.36,0.71,0.1045,3.0,9,0,0,1,0,1,0,0,1,1,0,0,0
2910,5,4,5,0.36,0.71,0.1045,0.0,5,0,0,1,0,1,0,0,1,1,0,0,0
2911,5,5,5,0.34,0.81,0.1045,0.0,16,0,0,1,0,1,0,0,1,1,0,0,0
2912,5,6,5,0.36,0.81,0.0896,8.0,82,0,0,1,0,1,0,0,1,1,0,0,0
2913,5,7,5,0.4,0.82,0.0,20.0,222,0,0,1,0,1,0,0,1,1,0,0,0
2914,5,8,5,0.42,0.77,0.2537,35.0,450,0,0,1,0,1,0,0,1,1,0,0,0
2915,5,9,5,0.46,0.67,0.2836,27.0,188,0,0,1,0,1,0,0,1,1,0,0,0
2916,5,10,5,0.54,0.49,0.3284,30.0,127,0,0,1,0,1,0,0,1,0,0,0,1
2917,5,11,5,0.54,0.49,0.3284,42.0,165,0,0,1,0,1,0,0,1,0,0,0,1
2918,5,12,5,0.56,0.49,0.3582,48.0,246,0,0,1,0,1,0,0,1,1,0,0,0
2919,5,13,5,0.58,0.4,0.3284,71.0,253,0,0,1,0,1,0,0,1,1,0,0,0
2920,5,14,5,0.6,0.4,0.4478,86.0,213,0,0,1,0,1,0,0,1,1,0,0,0
2921,5,15,5,0.6,0.38,0.3881,89.0,260,0,0,1,0,1,0,0,1,1,0,0,0
2922,5,16,5,0.6,0.4,0.2537,82.0,344,0,0,1,0,1,0,0,1,1,0,0,0
2923,5,17,5,0.58,0.4,0.3582,83.0,553,0,0,1,0,1,0,0,1,1,0,0,0
2924,5,18,5,0.54,0.52,0.3582,85.0,470,0,0,1,0,1,0,0,1,0,0,1,0
2925,5,19,5,0.54,0.52,0.3582,39.0,292,0,0,1,0,1,0,0,1,0,0,1,0
2926,5,20,5,0.52,0.48,0.1045,29.0,190,0,0,1,0,1,0,0,1,1,0,0,0
2927,5,21,5,0.48,0.67,0.1343,22.0,152,0,0,1,0,1,0,0,1,1,0,0,0
2928,5,22,5,0.46,0.72,0.2239,46.0,151,0,0,1,0,1,0,0,1,1,0,0,0
2929,5,23,5,0.44,0.82,0.1343,27.0,120,0,0,1,0,1,0,0,1,1,0,0,0
2930,5,0,6,0.42,0.82,0.1343,10.0,86,0,0,1,0,1,0,1,0,1,0,0,0
2931,5,1,6,0.42,0.82,0.1045,8.0,58,0,0,1,0,1,0,1,0,1,0,0,0
2932,5,2,6,0.42,0.82,0.0896,5.0,52,0,0,1,0,1,0,1,0,1,0,0,0
2933,5,3,6,0.42,0.77,0.0896,9.0,18,0,0,1,0,1,0,1,0,1,0,0,0
2934,5,4,6,0.4,0.82,0.1045,1.0,5,0,0,1,0,1,0,1,0,1,0,0,0
2935,5,5,6,0.46,0.59,0.1343,4.0,7,0,0,1,0,1,0,1,0,1,0,0,0
2936,5,6,6,0.42,0.77,0.0896,1.0,13,0,0,1,0,1,0,1,0,1,0,0,0
2937,5,7,6,0.48,0.59,0.0,8.0,40,0,0,1,0,1,0,1,0,1,0,0,0
2938,5,8,6,0.52,0.52,0.194,19.0,115,0,0,1,0,1,0,1,0,1,0,0,0
2939,5,9,6,0.54,0.49,0.2836,54.0,218,0,0,1,0,1,0,1,0,1,0,0,0
2940,5,10,6,0.56,0.49,0.2985,90.0,298,0,0,1,0,1,0,1,0,1,0,0,0
2941,5,11,6,0.56,0.43,0.0,132.0,347,0,0,1,0,1,0,1,0,1,0,0,0
2942,5,12,6,0.6,0.4,0.194,129.0,373,0,0,1,0,1,0,1,0,1,0,0,0
2943,5,13,6,0.6,0.35,0.2836,139.0,436,0,0,1,0,1,0,1,0,1,0,0,0
2944,5,14,6,0.6,0.35,0.1642,139.0,378,0,0,1,0,1,0,1,0,0,0,1,0
2945,5,15,6,0.6,0.38,0.2537,139.0,378,0,0,1,0,1,0,1,0,1,0,0,0
2946,5,16,6,0.6,0.38,0.194,119.0,342,0,0,1,0,1,0,1,0,1,0,0,0
2947,5,17,6,0.58,0.4,0.2239,138.0,354,0,0,1,0,1,0,1,0,1,0,0,0
2948,5,18,6,0.58,0.37,0.1642,114.0,289,0,0,1,0,1,0,1,0,1,0,0,0
2949,5,19,6,0.56,0.43,0.194,88.0,267,0,0,1,0,1,0,1,0,1,0,0,0
2950,5,20,6,0.56,0.43,0.1343,82.0,219,0,0,1,0,1,0,1,0,1,0,0,0
2951,5,21,6,0.54,0.49,0.2239,58.0,182,0,0,1,0,1,0,1,0,1,0,0,0
2952,5,22,6,0.54,0.49,0.194,26.0,120,0,0,1,0,1,0,1,0,1,0,0,0
2953,5,23,6,0.5,0.59,0.1045,30.0,119,0,0,1,0,1,0,1,0,1,0,0,0
2954,5,0,0,0.5,0.59,0.1045,22.0,100,0,0,1,0,1,0,1,0,0,0,0,1
2955,5,1,0,0.52,0.55,0.0,8.0,64,0,0,1,0,1,0,1,0,0,0,0,1
2956,5,2,0,0.48,0.63,0.0,17.0,59,0,0,1,0,1,0,1,0,1,0,0,0
2957,5,3,0,0.46,0.72,0.0896,10.0,31,0,0,1,0,1,0,1,0,1,0,0,0
2958,5,4,0,0.42,0.82,0.0,2.0,10,0,0,1,0,1,0,1,0,1,0,0,0
2959,5,5,0,0.44,0.77,0.0,0.0,5,0,0,1,0,1,0,1,0,0,0,0,1
2960,5,6,0,0.44,0.82,0.0,2.0,6,0,0,1,0,1,0,1,0,0,0,0,1
2961,5,7,0,0.46,0.82,0.0,8.0,23,0,0,1,0,1,0,1,0,0,0,0,1
2962,5,8,0,0.52,0.63,0.1343,28.0,86,0,0,1,0,1,0,1,0,1,0,0,0
2963,5,9,0,0.56,0.52,0.2239,48.0,160,0,0,1,0,1,0,1,0,1,0,0,0
2964,5,10,0,0.58,0.49,0.1343,91.0,244,0,0,1,0,1,0,1,0,1,0,0,0
2965,5,11,0,0.58,0.49,0.0896,139.0,340,0,0,1,0,1,0,1,0,1,0,0,0
2966,5,12,0,0.6,0.46,0.0896,139.0,382,0,0,1,0,1,0,1,0,1,0,0,0
2967,5,13,0,0.6,0.49,0.1343,139.0,390,0,0,1,0,1,0,1,0,1,0,0,0
2968,5,14,0,0.6,0.49,0.0,126.0,366,0,0,1,0,1,0,1,0,1,0,0,0
2969,5,15,0,0.6,0.49,0.0,128.0,358,0,0,1,0,1,0,1,0,1,0,0,0
2970,5,16,0,0.6,0.46,0.1045,122.0,385,0,0,1,0,1,0,1,0,1,0,0,0
2971,5,17,0,0.58,0.49,0.2836,106.0,351,0,0,1,0,1,0,1,0,0,0,1,0
2972,5,18,0,0.58,0.49,0.0,63.0,268,0,0,1,0,1,0,1,0,1,0,0,0
2973,5,19,0,0.56,0.64,0.0,61.0,239,0,0,1,0,1,0,1,0,1,0,0,0
2974,5,20,0,0.52,0.77,0.1343,42.0,174,0,0,1,0,1,0,1,0,1,0,0,0
2975,5,21,0,0.52,0.77,0.0896,32.0,127,0,0,1,0,1,0,1,0,1,0,0,0
2976,5,22,0,0.5,0.88,0.0896,29.0,115,0,0,1,0,1,0,1,0,1,0,0,0
2977,5,23,0,0.46,0.88,0.0896,9.0,50,0,0,1,0,1,0,1,0,1,0,0,0
2978,5,0,1,0.46,0.82,0.0896,31.0,53,0,0,1,0,1,0,0,1,1,0,0,0
2979,5,1,1,0.44,0.88,0.0,25.0,33,0,0,1,0,1,0,0,1,1,0,0,0
2980,5,2,1,0.44,0.94,0.0,6.0,8,0,0,1,0,1,0,0,1,1,0,0,0
2981,5,3,1,0.46,0.82,0.0896,0.0,7,0,0,1,0,1,0,0,1,1,0,0,0
2982,5,4,1,0.42,0.82,0.1642,0.0,5,0,0,1,0,1,0,0,1,1,0,0,0
2983,5,5,1,0.42,0.77,0.1642,0.0,23,0,0,1,0,1,0,0,1,1,0,0,0
2984,5,6,1,0.44,0.72,0.2537,2.0,89,0,0,1,0,1,0,0,1,1,0,0,0
2985,5,7,1,0.48,0.63,0.2537,16.0,237,0,0,1,0,1,0,0,1,1,0,0,0
2986,5,8,1,0.52,0.55,0.2239,23.0,374,0,0,1,0,1,0,0,1,1,0,0,0
2987,5,9,1,0.54,0.56,0.1642,36.0,178,0,0,1,0,1,0,0,1,1,0,0,0
2988,5,10,1,0.56,0.52,0.194,24.0,119,0,0,1,0,1,0,0,1,1,0,0,0
2989,5,11,1,0.6,0.46,0.2239,26.0,125,0,0,1,0,1,0,0,1,1,0,0,0
2990,5,12,1,0.6,0.43,0.194,35.0,195,0,0,1,0,1,0,0,1,1,0,0,0
2991,5,13,1,0.62,0.38,0.2836,36.0,174,0,0,1,0,1,0,0,1,1,0,0,0
2992,5,14,1,0.62,0.41,0.2239,44.0,162,0,0,1,0,1,0,0,1,1,0,0,0
2993,5,15,1,0.62,0.41,0.2239,51.0,199,0,0,1,0,1,0,0,1,1,0,0,0
2994,5,16,1,0.64,0.38,0.2239,49.0,304,0,0,1,0,1,0,0,1,1,0,0,0
2995,5,17,1,0.62,0.38,0.2537,59.0,564,0,0,1,0,1,0,0,1,1,0,0,0
2996,5,18,1,0.62,0.38,0.2985,66.0,524,0,0,1,0,1,0,0,1,1,0,0,0
2997,5,19,1,0.58,0.43,0.194,45.0,384,0,0,1,0,1,0,0,1,1,0,0,0
2998,5,20,1,0.54,0.49,0.194,25.0,239,0,0,1,0,1,0,0,1,1,0,0,0
2999,5,21,1,0.52,0.59,0.1343,28.0,156,0,0,1,0,1,0,0,1,1,0,0,0
3000,5,22,1,0.52,0.68,0.0896,21.0,116,0,0,1,0,1,0,0,1,1,0,0,0
3001,5,23,1,0.5,0.68,0.0896,16.0,61,0,0,1,0,1,0,0,1,1,0,0,0
3002,5,0,2,0.48,0.63,0.0,6.0,18,0,0,1,0,1,0,0,1,1,0,0,0
3003,5,1,2,0.46,0.59,0.0896,3.0,15,0,0,1,0,1,0,0,1,1,0,0,0
3004,5,2,2,0.44,0.58,0.1343,1.0,5,0,0,1,0,1,0,0,1,1,0,0,0
3005,5,3,2,0.44,0.54,0.194,1.0,5,0,0,1,0,1,0,0,1,1,0,0,0
3006,5,4,2,0.42,0.62,0.2537,0.0,5,0,0,1,0,1,0,0,1,1,0,0,0
3007,5,5,2,0.4,0.66,0.2239,1.0,29,0,0,1,0,1,0,0,1,1,0,0,0
3008,5,6,2,0.42,0.67,0.1343,9.0,112,0,0,1,0,1,0,0,1,1,0,0,0
3009,5,7,2,0.44,0.62,0.1343,13.0,314,0,0,1,0,1,0,0,1,0,0,0,1
3010,5,8,2,0.5,0.51,0.1045,28.0,425,0,0,1,0,1,0,0,1,0,0,0,1
3011,5,9,2,0.52,0.48,0.1045,29.0,205,0,0,1,0,1,0,0,1,0,0,0,1
3012,5,10,2,0.56,0.37,0.0896,27.0,127,0,0,1,0,1,0,0,1,0,0,0,1
3013,5,11,2,0.56,0.43,0.1343,17.0,125,0,0,1,0,1,0,0,1,0,0,0,1
3014,5,12,2,0.6,0.38,0.0,47.0,217,0,0,1,0,1,0,0,1,0,0,0,1
3015,5,13,2,0.62,0.38,0.2537,50.0,202,0,0,1,0,1,0,0,1,0,0,0,1
3016,5,14,2,0.62,0.33,0.0,42.0,176,0,0,1,0,1,0,0,1,0,0,0,1
3017,5,15,2,0.64,0.33,0.0896,28.0,180,0,0,1,0,1,0,0,1,0,0,0,1
3018,5,16,2,0.66,0.31,0.1045,56.0,327,0,0,1,0,1,0,0,1,1,0,0,0
3019,5,17,2,0.64,0.33,0.0,79.0,564,0,0,1,0,1,0,0,1,1,0,0,0
3020,5,18,2,0.64,0.29,0.1343,70.0,550,0,0,1,0,1,0,0,1,1,0,0,0
3021,5,19,2,0.6,0.43,0.2239,69.0,434,0,0,1,0,1,0,0,1,1,0,0,0
3022,5,20,2,0.54,0.6,0.1343,50.0,291,0,0,1,0,1,0,0,1,1,0,0,0
3023,5,21,2,0.54,0.52,0.0,30.0,203,0,0,1,0,1,0,0,1,1,0,0,0
3024,5,22,2,0.52,0.55,0.1045,29.0,150,0,0,1,0,1,0,0,1,1,0,0,0
3025,5,23,2,0.52,0.59,0.1343,9.0,81,0,0,1,0,1,0,0,1,0,0,0,1
3026,5,0,3,0.52,0.55,0.1343,8.0,38,0,0,1,0,1,0,0,1,0,0,0,1
3027,5,1,3,0.5,0.59,0.1045,4.0,20,0,0,1,0,1,0,0,1,0,0,0,1
3028,5,2,3,0.52,0.59,0.0,6.0,10,0,0,1,0,1,0,0,1,1,0,0,0
3029,5,3,3,0.5,0.63,0.2239,0.0,5,0,0,1,0,1,0,0,1,1,0,0,0
3030,5,4,3,0.48,0.88,0.1343,0.0,5,0,0,1,0,1,0,0,1,0,0,0,1
3031,5,5,3,0.46,0.88,0.1343,0.0,20,0,0,1,0,1,0,0,1,1,0,0,0
3032,5,6,3,0.46,0.82,0.1343,6.0,99,0,0,1,0,1,0,0,1,1,0,0,0
3033,5,7,3,0.48,0.72,0.194,25.0,318,0,0,1,0,1,0,0,1,1,0,0,0
3034,5,8,3,0.48,0.77,0.2537,21.0,442,0,0,1,0,1,0,0,1,1,0,0,0
3035,5,9,3,0.52,0.72,0.1343,21.0,203,0,0,1,0,1,0,0,1,1,0,0,0
3036,5,10,3,0.54,0.68,0.0896,30.0,154,0,0,1,0,1,0,0,1,1,0,0,0
3037,5,11,3,0.56,0.64,0.0896,18.0,141,0,0,1,0,1,0,0,1,1,0,0,0
3038,5,12,3,0.6,0.56,0.0,41.0,226,0,0,1,0,1,0,0,1,1,0,0,0
3039,5,13,3,0.62,0.5,0.0,36.0,193,0,0,1,0,1,0,0,1,1,0,0,0
3040,5,14,3,0.62,0.53,0.0896,36.0,177,0,0,1,0,1,0,0,1,1,0,0,0
3041,5,15,3,0.64,0.41,0.0,48.0,179,0,0,1,0,1,0,0,1,1,0,0,0
3042,5,16,3,0.66,0.39,0.0,49.0,289,0,0,1,0,1,0,0,1,1,0,0,0
3043,5,17,3,0.64,0.47,0.1045,17.0,259,0,0,1,0,1,0,0,1,1,0,0,0
3044,5,18,3,0.62,0.5,0.2985,40.0,274,0,0,1,0,1,0,0,1,1,0,0,0
3045,5,19,3,0.56,0.52,0.1343,60.0,401,0,0,1,0,1,0,0,1,1,0,0,0
3046,5,20,3,0.54,0.64,0.1343,28.0,273,0,0,1,0,1,0,0,1,1,0,0,0
3047,5,21,3,0.54,0.6,0.0,32.0,234,0,0,1,0,1,0,0,1,1,0,0,0
3048,5,22,3,0.5,0.72,0.2537,12.0,146,0,0,1,0,1,0,0,1,1,0,0,0
3049,5,23,3,0.46,0.88,0.2537,12.0,81,0,0,1,0,1,0,0,1,1,0,0,0
3050,5,0,4,0.46,0.88,0.2239,5.0,44,0,0,1,0,1,0,0,1,0,0,0,1
3051,5,1,4,0.46,0.88,0.2239,1.0,17,0,0,1,0,1,0,0,1,1,0,0,0
3052,5,2,4,0.44,0.94,0.194,1.0,15,0,0,1,0,1,0,0,1,1,0,0,0
3053,5,3,4,0.44,0.88,0.1343,0.0,5,0,0,1,0,1,0,0,1,1,0,0,0
3054,5,4,4,0.42,0.94,0.0,1.0,6,0,0,1,0,1,0,0,1,1,0,0,0
3055,5,5,4,0.42,0.94,0.1343,2.0,29,0,0,1,0,1,0,0,1,1,0,0,0
3056,5,6,4,0.44,0.88,0.0,9.0,112,0,0,1,0,1,0,0,1,1,0,0,0
3057,5,7,4,0.46,0.88,0.1343,14.0,297,0,0,1,0,1,0,0,1,1,0,0,0
3058,5,8,4,0.48,0.82,0.194,27.0,421,0,0,1,0,1,0,0,1,1,0,0,0
3059,5,9,4,0.5,0.77,0.2836,21.0,212,0,0,1,0,1,0,0,1,0,0,0,1
3060,5,10,4,0.54,0.68,0.2239,28.0,147,0,0,1,0,1,0,0,1,0,0,0,1
3061,5,11,4,0.58,0.6,0.2239,43.0,179,0,0,1,0,1,0,0,1,1,0,0,0
3062,5,12,4,0.58,0.6,0.2239,43.0,207,0,0,1,0,1,0,0,1,1,0,0,0
3063,5,13,4,0.62,0.57,0.2985,48.0,218,0,0,1,0,1,0,0,1,0,0,0,1
3064,5,14,4,0.62,0.61,0.2239,43.0,191,0,0,1,0,1,0,0,1,0,0,0,1
3065,5,15,4,0.64,0.53,0.2537,54.0,217,0,0,1,0,1,0,0,1,0,0,0,1
3066,5,16,4,0.64,0.57,0.2537,50.0,288,0,0,1,0,1,0,0,1,0,0,0,1
3067,5,17,4,0.64,0.57,0.194,54.0,564,0,0,1,0,1,0,0,1,0,0,0,1
3068,5,18,4,0.62,0.69,0.2239,64.0,527,0,0,1,0,1,0,0,1,1,0,0,0
3069,5,19,4,0.6,0.64,0.194,59.0,364,0,0,1,0,1,0,0,1,0,0,0,1
3070,5,20,4,0.6,0.64,0.194,56.0,276,0,0,1,0,1,0,0,1,1,0,0,0
3071,5,21,4,0.56,0.83,0.1343,31.0,223,0,0,1,0,1,0,0,1,1,0,0,0
3072,5,22,4,0.54,0.83,0.194,25.0,172,0,0,1,0,1,0,0,1,1,0,0,0
3073,5,23,4,0.54,0.77,0.194,16.0,103,0,0,1,0,1,0,0,1,0,0,0,1
3074,5,0,5,0.52,0.83,0.1642,6.0,52,0,0,1,0,1,0,0,1,0,0,0,1
3075,5,1,5,0.52,0.83,0.1642,5.0,20,0,0,1,0,1,0,0,1,1,0,0,0
3076,5,2,5,0.5,0.88,0.1343,3.0,11,0,0,1,0,1,0,0,1,0,0,0,1
3077,5,3,5,0.5,0.88,0.1343,2.0,5,0,0,1,0,1,0,0,1,0,0,0,1
3078,5,4,5,0.5,0.88,0.1642,2.0,5,0,0,1,0,1,0,0,1,0,0,1,0
3079,5,5,5,0.5,0.88,0.194,1.0,25,0,0,1,0,1,0,0,1,0,0,0,1
3080,5,6,5,0.5,0.88,0.1343,6.0,82,0,0,1,0,1,0,0,1,0,0,1,0
3081,5,7,5,0.5,0.88,0.1642,16.0,157,0,0,1,0,1,0,0,1,0,0,1,0
3082,5,8,5,0.5,0.88,0.194,26.0,387,0,0,1,0,1,0,0,1,0,0,0,1
3083,5,9,5,0.5,0.88,0.194,18.0,233,0,0,1,0,1,0,0,1,0,0,0,1
3084,5,10,5,0.52,0.83,0.1343,31.0,130,0,0,1,0,1,0,0,1,0,0,0,1
3085,5,11,5,0.52,0.83,0.1642,56.0,146,0,0,1,0,1,0,0,1,0,0,0,1
3086,5,12,5,0.52,0.88,0.194,53.0,223,0,0,1,0,1,0,0,1,0,0,0,1
3087,5,13,5,0.52,0.88,0.3881,69.0,226,0,0,1,0,1,0,0,1,0,0,0,1
3088,5,14,5,0.52,0.87,0.2836,70.0,190,0,0,1,0,1,0,0,1,0,0,0,1
3089,5,15,5,0.52,0.88,0.1642,56.0,198,0,0,1,0,1,0,0,1,0,0,0,1
